attained,min_reduction,median_reduction,max_reduction,span20,span30,A_TS,tier,rejection_reason,candidate_id,rho_high_final,rho_two_final,G_high_final_nm,G_two_final_nm,switched,projection_only
False,0.08479674003979942,0.0925087562285325,0.10076874193441143,0.0,0.0,0.001069030573129538,Tier_C,,554030,0.9792807880676566,0.9609847374420447,312.1445295545758,269.7754250926689,True,False
True,0.039466458913866354,0.05218078284754457,0.06893125581872428,0.0,0.0,0.0016261117360870574,Tier_C,,932748,0.994779585909004,0.9949615212491717,608.6599674826398,544.0702009614154,True,False
True,0.04098031040404193,0.052079549745121856,0.06631152245579908,0.0,0.0,0.0016176179591560092,Tier_C,,690517,0.9949798056123469,0.9949387026254526,365.3000585661883,329.7670891185379,True,False
True,0.036317482308307225,0.04554712325221122,0.058021642427308895,0.0,0.0,0.0014154395526136385,Tier_C,,534192,0.9949175787751571,0.9941568973668058,211.3045454329558,193.63348779260787,True,False
True,0.0642191784716063,0.0839952641203433,0.11248787847989228,0.0,0.0,0.0027031622501399928,Tier_C,,65841,0.9946822766065978,0.9949288821667845,2053.03800230637,1709.0131447347992,True,False
True,0.04137015995310678,0.0509273692810267,0.0630619135606314,0.0,0.0,0.001581618151737237,Tier_C,,976005,0.994461544557536,0.9949847845296741,704.4541017515634,644.6167049315778,True,False
True,0.06408309667308187,0.08015601447127241,0.10141863149009656,0.0,0.0,0.0025350528865691986,Tier_C,,569105,0.989529321135784,0.9847157741631298,496.994834642385,436.0558415710455,True,False
True,0.039542413026926404,0.050749751449188585,0.06652144099044999,0.0,0.0,0.001586547211702974,Tier_C,,932668,0.9949287760854032,0.9949908390483763,433.33058590439686,389.8296050447735,True,False
True,0.034556929945850356,0.04428551394594815,0.05781152445236393,0.0,0.0,0.0013786793623649734,Tier_C,,298414,0.9949675989345378,0.9881228448260579,1139.0838771891652,1039.6905367450763,True,False
False,0.049872085239338504,0.06116984715476548,0.07529890168515674,0.0,0.0,0.0016800555840832828,Tier_C,,175423,0.9949641280535311,0.9764186322161769,48445.45403432176,42451.618987330745,True,False
True,0.04305684523980713,0.056212610895663095,0.07494104627521803,0.0,0.0,0.0017654099441984658,Tier_C,,83750,0.9949011555502579,0.994971747177208,310.33836959281416,274.6649103011768,True,False
True,0.04068259586543743,0.05221861354385815,0.06848359590363906,0.0,0.0,0.0016338415772868841,Tier_C,,771101,0.9948820205217086,0.9927447545806376,420.7745513434603,376.22737300511983,True,False
False,0.03378853867024101,0.04294250163860708,0.05537021783499485,0.0,0.0,0.001258309250101673,Tier_C,,739417,0.9949025735685885,0.9782545545068201,1461.4361433980475,1333.7657335316615,True,False
True,0.0256063557419397,0.03326728429295778,0.04407657319319336,0.0,0.0,0.0010310826127721247,Tier_C,,234920,0.9949228680386694,0.994981813119697,160.48759764588957,149.70489677631258,True,False
True,0.029165792357775944,0.037017503238034655,0.04766065549074694,0.0,0.0,0.001148879796824349,Tier_C,,317117,0.9949129972880877,0.994932088660624,1095.817305888544,1017.8443343002552,True,False
False,0.02558230127200889,0.02633200714975026,0.027106795490349445,0.0,0.0,8.807635977228319e-05,Tier_C,,827351,0.994947407350876,0.9532714653716085,677.7385233947274,627.9535995302512,True,False
False,0.025397688234352955,0.029687092382761238,0.034746575342255226,0.0,0.0,0.000569105130108466,Tier_C,,899464,0.9949996807595879,0.9687867167147829,549.9796642052638,513.2298507073091,True,False
True,0.022698252364434013,0.029566304559959344,0.038727365490774046,0.0,0.0,0.0009093526012440964,Tier_C,,500187,0.9947475306578831,0.9949460488167385,935.8968914426841,881.7498827162119,True,False
True,0.023615722965682928,0.03010080265930659,0.039466034355149615,0.0,0.0,0.0009347987749477742,Tier_C,,939628,0.9948582433166699,0.9949806275432889,202.96706434917934,190.8650523864802,True,False
True,0.04512372987429947,0.05569389476501996,0.06946906614617987,0.0,0.0,0.0017316818222813386,Tier_C,,21167,0.9949254749844941,0.9942660736416894,12381.523723527947,11166.99764221755,True,False
True,0.022262220264892774,0.029813361102670854,0.0396845484146533,0.0,0.0,0.000918860958441021,Tier_C,,55275,0.9945369102357329,0.9948904012950422,341.78411266750834,320.9333534963576,True,False
True,0.023896691586727026,0.030301875872765782,0.040565171800815314,0.0,0.0,0.0009359885102245099,Tier_C,,820489,0.994997534879165,0.9917718654760976,504.71306428324544,372.5105866680255,True,False
False,0.026538252382315553,0.028934908013467098,0.03151113420558782,0.0,0.0,0.00029393624275433395,Tier_C,,693222,0.9949906011014834,0.9600040678608411,159.71926415515446,148.1089802185334,True,False
True,0.019671042982211562,0.02451363832218434,0.030690276169385355,0.0,0.0,0.0007511882394349292,Tier_C,,253097,0.9948922576149138,0.9949679360982924,1020.8679866595436,977.2466572622309,True,False
False,0.015448334555693388,0.018257639931002045,0.02167191277643532,0.0,0.0,0.00048727889872991564,Tier_C,,576207,0.9947120498864993,0.9762600676309038,1161.3197174617233,1124.7212675176086,True,False
True,0.006020493450829112,0.009764014423022549,0.014818748647771551,0.0,0.0,0.0003028279021732392,Tier_C,,130760,0.994988148902556,0.9912413035709592,244.33853508746787,205.15691579328285,True,False
True,0.025178295897169356,0.032362525363289985,0.04236258850722685,0.0,0.0,0.0010072598737398525,Tier_C,,65584,0.9947241422230788,0.9949294837820478,142.06796796950385,133.00294141817798,True,False
True,0.014938850502496881,0.018692127643744283,0.024511319810437304,0.0,0.0,0.0005774678760100411,Tier_C,,941159,0.9946086616865387,0.9949704958028911,199.88907773240857,192.64162683648811,True,False
False,0.029154603865572892,0.03530884642208909,0.04293948114943258,0.0,0.0,0.0007820551306065858,Tier_C,,929805,0.99494461341824,0.971634822968422,228.62404019696018,210.01154397267462,True,False
True,0.01495293109990814,0.019615263217468315,0.02665703465471503,0.0,0.0,0.0006077294838345199,Tier_C,,210897,0.9947983679900061,0.9949172767958575,151.3019249164886,144.85308817035397,True,False
True,0.016996983493650863,0.02182931153643719,0.029520388135049758,0.0,0.0,0.0006798903583624069,Tier_C,,964181,0.9947672937296407,0.9949246238915459,406.57770355248164,387.861615748572,True,False
True,0.02056233989198064,0.026244654885316798,0.034349467189725424,0.0,0.0,0.0008100024730638322,Tier_C,,574894,0.9947698271361984,0.9949692009031441,625.5252913376802,592.9735967539946,True,False
True,0.014085392643687467,0.0181845596142165,0.024205759782993552,0.0,0.0,0.0005592899997937813,Tier_C,,53595,0.9941860325534638,0.9949940435939093,658.1764576526301,633.0807856161132,True,False
True,0.028733385377150533,0.03684658820157627,0.04784236381613449,0.0,0.0,0.0011411138490160936,Tier_C,,318527,0.9948769570964436,0.9908655161619434,241.12030661922512,223.7485867291546,True,False
True,0.041324564629952376,0.05329982579874215,0.06991969931205078,0.0,0.0,0.001667850540918671,Tier_C,,986679,0.994961786575989,0.9934640372630408,776.4820054921898,694.7908254057234,True,False
False,0.018937436235649585,0.027033457426536622,0.034484004620389475,0.0,0.0,0.0006546315803427438,Tier_C,,399863,0.9949806774010689,0.9739455222066135,309.3971062865769,167.293027164201,True,False
True,0.01633269528375203,0.021478281967545088,0.029022325802262938,0.0,0.0,0.0006608907598508254,Tier_C,,144180,0.9947231682752523,0.9949325232163232,703.8939618676479,671.7194838754154,True,False
True,0.014992482204509883,0.018861774330409253,0.024209863758776762,0.0,0.0,0.0005785740794813908,Tier_C,,93028,0.9948505509599188,0.9907871401292063,218.67462374152043,210.85790574545265,True,False
False,0.02015238073569048,0.025372355343780018,0.032217872838208206,0.0,0.0,0.0007247096174929349,Tier_C,,635251,0.9949077684531983,0.9778662830296402,172.19934483469083,162.83541727592836,True,False
True,0.02599661627122929,0.03395846405328595,0.04517310821047793,0.0,0.0,0.001053096274908673,Tier_C,,634292,0.9948547219523303,0.99497182175877,148.04750514485414,137.86651339450904,True,False
True,0.014021824319292109,0.017768542273662313,0.02338933734538029,0.0,0.0,0.0005536802878107704,Tier_C,,225837,0.9948132202004362,0.9949242102813313,152.10889715902138,146.75424877591632,True,False
True,0.013950252559889242,0.018127393767030098,0.024144170549094346,0.0,0.0,0.0005579026903017091,Tier_C,,936213,0.9947657751029054,0.9949491959362505,223.1881079029758,214.8567530522108,True,False
False,0.0,0.0,0.014769246270691094,0.0,0.0,4.209129065106146e-05,Tier_C,,643253,0.9949573224997033,0.9664629681877379,185.00631246827467,120.85802712744719,True,False
True,0.0036176838095458574,0.005767724256521944,0.018802795525033278,0.0,0.0,0.00027287133794035034,Tier_C,,828467,0.9949722064321779,0.9888219194514325,391.10150259373125,250.98573201346863,True,False
True,0.021274523333859263,0.027269311021635545,0.03543086373238591,0.0,0.0,0.000840344701679179,Tier_C,,453790,0.99480944185259,0.9949770104536838,166.15552348218856,157.49044408869258,True,False
False,0.033303742658353674,0.034244718959258846,0.03520798475235554,0.0,0.0,0.00011500102016320102,Tier_C,,557822,0.9949956064868278,0.9533488813736662,2933.2723192163294,2662.6952706161237,True,False
True,0.04113137169815795,0.05001949517632265,0.06366201037785035,0.0,0.0,0.0015625733100247804,Tier_C,,593463,0.9945433516848003,0.9949631120412181,205.3977323985308,186.64080826209124,True,False
True,0.014112989143133303,0.01848620801892198,0.02427380342589447,0.0,0.0,0.0005620312902947898,Tier_C,,73348,0.9946673429779521,0.9948128544489911,149.95631809746462,144.3078098382809,True,False
False,0.021529058747422947,0.024057054795558308,0.02666907985811784,0.0,0.0,0.0004653851466459715,Tier_C,,212572,0.9947840042907926,0.9690964038240942,2390.8531340855734,2278.0013782584647,True,False
False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,130900,0.7986681107494057,0.7986681107494057,200.84174458398272,200.84174458398272,False,False
True,0.03737086787609534,0.049047482579869794,0.0672047365078251,0.0,0.0,0.001527960353941333,Tier_C,,518296,0.9949841708744311,0.9939217205672367,11466.069433863226,9953.755606942268,True,False
True,0.01742253017972384,0.022484407583936772,0.02985954119212053,0.0,0.0,0.000693843095082297,Tier_C,,940870,0.9948098029275988,0.9945369399455193,325.12271828583295,309.61767744789734,True,False
False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,205450,0.994907728290609,0.9461996561692297,2444.283947468186,2244.86998357936,True,False
True,0.046372307782741484,0.05953505654937796,0.07830402002249992,0.0,0.0,0.0018712369525541812,Tier_C,,209441,0.9949951994912811,0.994916048824548,4006.7365159958417,3495.935938053857,True,False
False,0.011481529027197568,0.012186368796447966,0.012924047999546717,0.0,0.0,9.322893488341069e-05,Tier_C,,225713,0.9948746392508352,0.9575837539733792,289.4885974938352,280.6536665323502,True,False
True,0.010187211079355718,0.012815008330519961,0.016506028907531167,0.0,0.0,0.00039213665950919006,Tier_C,,936199,0.9949721279617131,0.9942934368699176,443.19240327207393,432.2214073384717,True,False
False,0.01174364174133169,0.013999131729560355,0.016707560418064538,0.0,0.0,0.0003118381932880217,Tier_C,,133776,0.9948832709552689,0.971970786966893,123.55904999474882,119.69800663079903,True,False
False,0.014796605627582116,0.015645549746076015,0.016526738491485338,0.0,0.0,0.00011514979085919774,Tier_C,,185301,0.9947567992580791,0.9572586947479276,152.21636716876432,146.24590763774106,True,False
True,0.014319208365865088,0.018354563220385423,0.02387632262511674,0.0,0.0,0.0005631407043348089,Tier_C,,506536,0.994854988696954,0.9939968122209445,175.3095439993363,168.5845005530203,True,False
True,0.05008911301054497,0.06382035115737039,0.08232794593049908,0.0,0.0,0.002002890969708404,Tier_C,,993282,0.994786889580214,0.9949209771950471,5310.564542403577,4670.375897444475,True,False
True,0.013103274969421541,0.015982286562644332,0.019349177610517576,0.0,0.0,0.00048077549540113983,Tier_C,,122542,0.994586502735929,0.9949535653796753,14170.643930854432,13769.922802991661,True,False
True,0.008969361133452813,0.012223519597491683,0.017064313037904677,0.0,0.0,0.00037699155526621183,Tier_C,,822410,0.9945792684320972,0.9949327415238804,868.1486509514883,844.148367103124,True,False
True,0.00939337247190064,0.011496225110261826,0.01471887901372726,0.0,0.0,0.00035314355038217396,Tier_C,,819365,0.9949716713821609,0.9949386512122894,146.8076407954456,143.6400691017077,True,False
True,-0.014901021618753507,0.0007464961455364572,0.0009372041398721942,0.0,0.0,2.0299588769932558e-05,Tier_C,,877222,0.9949874649602133,0.9801386255538551,311.90904697280547,153.2030309989633,True,False
True,0.009587523744889026,0.01183876546785878,0.014159674109033848,0.0,0.0,0.00035842504711552985,Tier_C,,765689,0.994991260486991,0.9855385506031936,193.65226441249627,136.03274392644107,True,False
True,0.005884951521068937,0.007386536441050029,0.008616675302850041,0.0,0.0,0.00022125711354493066,Tier_C,,684226,0.9949902704505174,0.9863058833894611,181.0463470563743,122.11156788092576,True,False
True,0.05289407638383614,0.06569735419712719,0.0821856697851685,0.0,0.0,0.0020589902935004133,Tier_C,,817972,0.9946119745851165,0.994991426363112,6877.713258341676,6101.289537462752,True,False
True,0.02292088565208905,0.028996398257107203,0.03697096526461341,0.0,0.0,0.0008922535452191929,Tier_C,,561631,0.9944377940914747,0.9949934033436433,165.47613455965816,156.85239346575463,True,False
True,0.010678358103280217,0.013594569016648683,0.017361724302987436,0.0,0.0,0.0004148267683023967,Tier_C,,647202,0.9943622335460639,0.9949880800380431,1315.0798054019797,1283.311727761495,True,False
True,0.01060238701232119,0.014056330731375133,0.018917714520401585,0.0,0.0,0.0004254484366649173,Tier_C,,634323,0.994615576384188,0.994903226818082,17090.985719376997,16564.68922154542,True,False
True,0.0277261516354248,0.03597290679944953,0.04751384487121291,0.0,0.0,0.001116056011810291,Tier_C,,18459,0.994793376980396,0.9949671562126033,296.77517334856464,275.49085204406686,True,False
True,0.01517096247129146,0.0196908616048197,0.02563684031184854,0.0,0.0,0.000603812801846995,Tier_C,,877192,0.9947168630085437,0.9940079878364234,145.0050635728729,139.5459733038234,True,False
False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,996327,0.9947105689351273,0.9441118199023033,15868.841071289395,15663.357476934738,True,False
