T_C,sigma_ln,activity,regularization_rate,damage_rate,dominant
1125,1.1,0.01,4.4853470259608807e-05,0.0352076491794643,damage
1125,1.1,0.1,0.0004077588205418,0.032006953799513,damage
1125,1.1,0.5,0.0011326633903941,0.0177816409997294,damage
1125,1.1,0.9,0.0004077588205418,0.0035563281999458,damage
1150,0.3,0.001,0.0002682578623007,1.9756144112582432,damage
1150,0.3,0.01,0.0026584112480251,1.95781608322889,damage
1150,0.3,0.1,0.0241673749820467,1.7798328029353547,damage
1150,0.3,0.5,0.0671315971723521,0.9887960016307524,damage
1150,0.3,0.9,0.0241673749820467,0.1977592003261505,damage
1150,0.45,0.001,0.0001746473806804,1.2950833978519185,damage
1150,0.45,0.01,0.001730739808545,1.2834159798532525,damage
1150,0.45,0.1,0.0157339982595003,1.166741799866593,damage
1150,0.45,0.5,0.0437055507208344,0.6481898888147739,damage
1150,0.45,0.9,0.0157339982595003,0.1296379777629547,damage
1150,0.65,0.001,0.0001139868348639,1.061862172069514,damage
1150,0.65,0.01,0.0011295992644179,1.052295846195014,damage
1150,0.65,0.1,0.0102690842219815,0.9566325874500128,damage
1150,0.65,0.5,0.0285252339499486,0.5314625485833404,damage
1150,0.65,0.9,0.0102690842219815,0.106292509716668,damage
1150,0.85,0.001,3.427975689505643e-05,0.3409567159641575,damage
1150,0.85,0.01,0.0003397093025636,0.3378850338383543,damage
1150,0.85,0.1,0.003088266386942,0.307168212580322,damage
1150,0.85,0.5,0.0085785177415056,0.1706490069890678,damage
1150,0.85,0.9,0.003088266386942,0.0341298013978135,damage
1150,1.1,0.001,4.5261229080150715e-06,0.0355277187174595,damage
1150,1.1,0.01,4.4853470259608807e-05,0.0352076491794643,damage
1150,1.1,0.1,0.0004077588205418,0.032006953799513,damage
1150,1.1,0.5,0.0011326633903941,0.0177816409997294,damage
1150,1.1,0.9,0.0004077588205418,0.0035563281999458,damage
1175,0.3,0.001,0.0002682578623007,1.9756144112582432,damage
1175,0.3,0.01,0.0026584112480251,1.95781608322889,damage
1175,0.3,0.1,0.0241673749820467,1.7798328029353547,damage
1175,0.3,0.5,0.0671315971723521,0.9887960016307524,damage
1175,0.3,0.9,0.0241673749820467,0.1977592003261505,damage
1175,0.45,0.001,0.0001746473806804,1.2950833978519185,damage
1175,0.45,0.01,0.001730739808545,1.2834159798532525,damage
1175,0.45,0.1,0.0157339982595003,1.166741799866593,damage
1175,0.45,0.5,0.0437055507208344,0.6481898888147739,damage
1175,0.45,0.9,0.0157339982595003,0.1296379777629547,damage
1175,0.65,0.001,0.0001139868348639,1.061862172069514,damage
1175,0.65,0.01,0.0011295992644179,1.052295846195014,damage
1175,0.65,0.1,0.0102690842219815,0.9566325874500128,damage
1175,0.65,0.5,0.0285252339499486,0.5314625485833404,damage
1175,0.65,0.9,0.0102690842219815,0.106292509716668,damage
1175,0.85,0.001,3.427975689505643e-05,0.3409567159641575,damage
1175,0.85,0.01,0.0003397093025636,0.3378850338383543,damage
1175,0.85,0.1,0.003088266386942,0.307168212580322,damage
1175,0.85,0.5,0.0085785177415056,0.1706490069890678,damage
1175,0.85,0.9,0.003088266386942,0.0341298013978135,damage
1175,1.1,0.001,4.5261229080150715e-06,0.0355277187174595,damage
1175,1.1,0.01,4.4853470259608807e-05,0.0352076491794643,damage
1175,1.1,0.1,0.0004077588205418,0.032006953799513,damage
1175,1.1,0.5,0.0011326633903941,0.0177816409997294,damage
1175,1.1,0.9,0.0004077588205418,0.0035563281999458,damage
1200,0.3,0.001,0.0002682578623007,1.9756144112582432,damage
1200,0.3,0.01,0.0026584112480251,1.95781608322889,damage
1200,0.3,0.1,0.0241673749820467,1.7798328029353547,damage
1200,0.3,0.5,0.0671315971723521,0.9887960016307524,damage
1200,0.3,0.9,0.0241673749820467,0.1977592003261505,damage
1200,0.45,0.001,0.0001746473806804,1.2950833978519185,damage
1200,0.45,0.01,0.001730739808545,1.2834159798532525,damage
1200,0.45,0.1,0.0157339982595003,1.166741799866593,damage
1200,0.45,0.5,0.0437055507208344,0.6481898888147739,damage
1200,0.45,0.9,0.0157339982595003,0.1296379777629547,damage
1200,0.65,0.001,0.0001139868348639,1.061862172069514,damage
1200,0.65,0.01,0.0011295992644179,1.052295846195014,damage
1200,0.65,0.1,0.0102690842219815,0.9566325874500128,damage
1200,0.65,0.5,0.0285252339499486,0.5314625485833404,damage
1200,0.65,0.9,0.0102690842219815,0.106292509716668,damage
1200,0.85,0.001,3.427975689505643e-05,0.3409567159641575,damage
1200,0.85,0.01,0.0003397093025636,0.3378850338383543,damage
1200,0.85,0.1,0.003088266386942,0.307168212580322,damage
1200,0.85,0.5,0.0085785177415056,0.1706490069890678,damage
1200,0.85,0.9,0.003088266386942,0.0341298013978135,damage
1200,1.1,0.001,4.5261229080150715e-06,0.0355277187174595,damage
1200,1.1,0.01,4.4853470259608807e-05,0.0352076491794643,damage
1200,1.1,0.1,0.0004077588205418,0.032006953799513,damage
1200,1.1,0.5,0.0011326633903941,0.0177816409997294,damage
1200,1.1,0.9,0.0004077588205418,0.0035563281999458,damage
1225,0.3,0.001,0.0002682578623007,1.9756144112582432,damage
1225,0.3,0.01,0.0026584112480251,1.95781608322889,damage
1225,0.3,0.1,0.0241673749820467,1.7798328029353547,damage
1225,0.3,0.5,0.0671315971723521,0.9887960016307524,damage
1225,0.3,0.9,0.0241673749820467,0.1977592003261505,damage
1225,0.45,0.001,0.0001746473806804,1.2950833978519185,damage
1225,0.45,0.01,0.001730739808545,1.2834159798532525,damage
1225,0.45,0.1,0.0157339982595003,1.166741799866593,damage
1225,0.45,0.5,0.0437055507208344,0.6481898888147739,damage
1225,0.45,0.9,0.0157339982595003,0.1296379777629547,damage
1225,0.65,0.001,0.0001139868348639,1.061862172069514,damage
1225,0.65,0.01,0.0011295992644179,1.052295846195014,damage
1225,0.65,0.1,0.0102690842219815,0.9566325874500128,damage
1225,0.65,0.5,0.0285252339499486,0.5314625485833404,damage
1225,0.65,0.9,0.0102690842219815,0.106292509716668,damage
1225,0.85,0.001,3.427975689505643e-05,0.3409567159641575,damage
1225,0.85,0.01,0.0003397093025636,0.3378850338383543,damage
1225,0.85,0.1,0.003088266386942,0.307168212580322,damage
1225,0.85,0.5,0.0085785177415056,0.1706490069890678,damage
1225,0.85,0.9,0.003088266386942,0.0341298013978135,damage
1225,1.1,0.001,4.5261229080150715e-06,0.0355277187174595,damage
1225,1.1,0.01,4.4853470259608807e-05,0.0352076491794643,damage
1225,1.1,0.1,0.0004077588205418,0.032006953799513,damage
1225,1.1,0.5,0.0011326633903941,0.0177816409997294,damage
1225,1.1,0.9,0.0004077588205418,0.0035563281999458,damage
1250,0.3,0.001,0.0002682578623007,1.9756144112582432,damage
1250,0.3,0.01,0.0026584112480251,1.95781608322889,damage
1250,0.3,0.1,0.0241673749820467,1.7798328029353547,damage
1250,0.3,0.5,0.0671315971723521,0.9887960016307524,damage
1250,0.3,0.9,0.0241673749820467,0.1977592003261505,damage
1250,0.45,0.001,0.0001746473806804,1.2950833978519185,damage
1250,0.45,0.01,0.001730739808545,1.2834159798532525,damage
1250,0.45,0.1,0.0157339982595003,1.166741799866593,damage
1250,0.45,0.5,0.0437055507208344,0.6481898888147739,damage
1250,0.45,0.9,0.0157339982595003,0.1296379777629547,damage
1250,0.65,0.001,0.0001139868348639,1.061862172069514,damage
1250,0.65,0.01,0.0011295992644179,1.052295846195014,damage
1250,0.65,0.1,0.0102690842219815,0.9566325874500128,damage
1250,0.65,0.5,0.0285252339499486,0.5314625485833404,damage
1250,0.65,0.9,0.0102690842219815,0.106292509716668,damage
1250,0.85,0.001,3.427975689505643e-05,0.3409567159641575,damage
1250,0.85,0.01,0.0003397093025636,0.3378850338383543,damage
1250,0.85,0.1,0.003088266386942,0.307168212580322,damage
1250,0.85,0.5,0.0085785177415056,0.1706490069890678,damage
1250,0.85,0.9,0.003088266386942,0.0341298013978135,damage
1250,1.1,0.001,4.5261229080150715e-06,0.0355277187174595,damage
1250,1.1,0.01,4.4853470259608807e-05,0.0352076491794643,damage
1250,1.1,0.1,0.0004077588205418,0.032006953799513,damage
1250,1.1,0.5,0.0011326633903941,0.0177816409997294,damage
1250,1.1,0.9,0.0004077588205418,0.0035563281999458,damage
1275,0.3,0.001,0.0002682578623007,1.9756144112582432,damage
1275,0.3,0.01,0.0026584112480251,1.95781608322889,damage
1275,0.3,0.1,0.0241673749820467,1.7798328029353547,damage
1275,0.3,0.5,0.0671315971723521,0.9887960016307524,damage
1275,0.3,0.9,0.0241673749820467,0.1977592003261505,damage
1275,0.45,0.001,0.0001746473806804,1.2950833978519185,damage
1275,0.45,0.01,0.001730739808545,1.2834159798532525,damage
1275,0.45,0.1,0.0157339982595003,1.166741799866593,damage
1275,0.45,0.5,0.0437055507208344,0.6481898888147739,damage
1275,0.45,0.9,0.0157339982595003,0.1296379777629547,damage
1275,0.65,0.001,0.0001139868348639,1.061862172069514,damage
1275,0.65,0.01,0.0011295992644179,1.052295846195014,damage
1275,0.65,0.1,0.0102690842219815,0.9566325874500128,damage
1275,0.65,0.5,0.0285252339499486,0.5314625485833404,damage
1275,0.65,0.9,0.0102690842219815,0.106292509716668,damage
1275,0.85,0.001,3.427975689505643e-05,0.3409567159641575,damage
1275,0.85,0.01,0.0003397093025636,0.3378850338383543,damage
1275,0.85,0.1,0.003088266386942,0.307168212580322,damage
1275,0.85,0.5,0.0085785177415056,0.1706490069890678,damage
1275,0.85,0.9,0.003088266386942,0.0341298013978135,damage
1275,1.1,0.001,4.5261229080150715e-06,0.0355277187174595,damage
1275,1.1,0.01,4.4853470259608807e-05,0.0352076491794643,damage
1275,1.1,0.1,0.0004077588205418,0.032006953799513,damage
1275,1.1,0.5,0.0011326633903941,0.0177816409997294,damage
1275,1.1,0.9,0.0004077588205418,0.0035563281999458,damage
1300,0.3,0.001,0.0002682578623007,1.9756144112582432,damage
1300,0.3,0.01,0.0026584112480251,1.95781608322889,damage
1300,0.3,0.1,0.0241673749820467,1.7798328029353547,damage
1300,0.3,0.5,0.0671315971723521,0.9887960016307524,damage
1300,0.3,0.9,0.0241673749820467,0.1977592003261505,damage
1300,0.45,0.001,0.0001746473806804,1.2950833978519185,damage
1300,0.45,0.01,0.001730739808545,1.2834159798532525,damage
1300,0.45,0.1,0.0157339982595003,1.166741799866593,damage
1300,0.45,0.5,0.0437055507208344,0.6481898888147739,damage
1300,0.45,0.9,0.0157339982595003,0.1296379777629547,damage
1300,0.65,0.001,0.0001139868348639,1.061862172069514,damage
1300,0.65,0.01,0.0011295992644179,1.052295846195014,damage
1300,0.65,0.1,0.0102690842219815,0.9566325874500128,damage
1300,0.65,0.5,0.0285252339499486,0.5314625485833404,damage
1300,0.65,0.9,0.0102690842219815,0.106292509716668,damage
1300,0.85,0.001,3.427975689505643e-05,0.3409567159641575,damage
1300,0.85,0.01,0.0003397093025636,0.3378850338383543,damage
1300,0.85,0.1,0.003088266386942,0.307168212580322,damage
1300,0.85,0.5,0.0085785177415056,0.1706490069890678,damage
1300,0.85,0.9,0.003088266386942,0.0341298013978135,damage
1300,1.1,0.001,4.5261229080150715e-06,0.0355277187174595,damage
1300,1.1,0.01,4.4853470259608807e-05,0.0352076491794643,damage
1300,1.1,0.1,0.0004077588205418,0.032006953799513,damage
1300,1.1,0.5,0.0011326633903941,0.0177816409997294,damage
1300,1.1,0.9,0.0004077588205418,0.0035563281999458,damage
1325,0.3,0.001,0.0002682578623007,1.9756144112582432,damage
1325,0.3,0.01,0.0026584112480251,1.95781608322889,damage
1325,0.3,0.1,0.0241673749820467,1.7798328029353547,damage
1325,0.3,0.5,0.0671315971723521,0.9887960016307524,damage
1325,0.3,0.9,0.0241673749820467,0.1977592003261505,damage
1325,0.45,0.001,0.0001746473806804,1.2950833978519185,damage
1325,0.45,0.01,0.001730739808545,1.2834159798532525,damage
1325,0.45,0.1,0.0157339982595003,1.166741799866593,damage
1325,0.45,0.5,0.0437055507208344,0.6481898888147739,damage
1325,0.45,0.9,0.0157339982595003,0.1296379777629547,damage
1325,0.65,0.001,0.0001139868348639,1.061862172069514,damage
1325,0.65,0.01,0.0011295992644179,1.052295846195014,damage
1325,0.65,0.1,0.0102690842219815,0.9566325874500128,damage
1325,0.65,0.5,0.0285252339499486,0.5314625485833404,damage
1325,0.65,0.9,0.0102690842219815,0.106292509716668,damage
1325,0.85,0.001,3.427975689505643e-05,0.3409567159641575,damage
1325,0.85,0.01,0.0003397093025636,0.3378850338383543,damage
1325,0.85,0.1,0.003088266386942,0.307168212580322,damage
1325,0.85,0.5,0.0085785177415056,0.1706490069890678,damage
1325,0.85,0.9,0.003088266386942,0.0341298013978135,damage
1325,1.1,0.001,4.5261229080150715e-06,0.0355277187174595,damage
1325,1.1,0.01,4.4853470259608807e-05,0.0352076491794643,damage
1325,1.1,0.1,0.0004077588205418,0.032006953799513,damage
1325,1.1,0.5,0.0011326633903941,0.0177816409997294,damage
1325,1.1,0.9,0.0004077588205418,0.0035563281999458,damage
1350,0.3,0.001,0.0002682578623007,1.9756144112582432,damage
1350,0.3,0.01,0.0026584112480251,1.95781608322889,damage
1350,0.3,0.1,0.0241673749820467,1.7798328029353547,damage
1350,0.3,0.5,0.0671315971723521,0.9887960016307524,damage
1350,0.3,0.9,0.0241673749820467,0.1977592003261505,damage
1350,0.45,0.001,0.0001746473806804,1.2950833978519185,damage
1350,0.45,0.01,0.001730739808545,1.2834159798532525,damage
1350,0.45,0.1,0.0157339982595003,1.166741799866593,damage
1350,0.45,0.5,0.0437055507208344,0.6481898888147739,damage
1350,0.45,0.9,0.0157339982595003,0.1296379777629547,damage
1350,0.65,0.001,0.0001139868348639,1.061862172069514,damage
1350,0.65,0.01,0.0011295992644179,1.052295846195014,damage
1350,0.65,0.1,0.0102690842219815,0.9566325874500128,damage
1350,0.65,0.5,0.0285252339499486,0.5314625485833404,damage
1350,0.65,0.9,0.0102690842219815,0.106292509716668,damage
1350,0.85,0.001,3.427975689505643e-05,0.3409567159641575,damage
1350,0.85,0.01,0.0003397093025636,0.3378850338383543,damage
1350,0.85,0.1,0.003088266386942,0.307168212580322,damage
1350,0.85,0.5,0.0085785177415056,0.1706490069890678,damage
1350,0.85,0.9,0.003088266386942,0.0341298013978135,damage
1350,1.1,0.001,4.5261229080150715e-06,0.0355277187174595,damage
1350,1.1,0.01,4.4853470259608807e-05,0.0352076491794643,damage
1350,1.1,0.1,0.0004077588205418,0.032006953799513,damage
1350,1.1,0.5,0.0011326633903941,0.0177816409997294,damage
1350,1.1,0.9,0.0004077588205418,0.0035563281999458,damage
1375,0.3,0.001,0.0002682578623007,1.9756144112582432,damage
1375,0.3,0.01,0.0026584112480251,1.95781608322889,damage
1375,0.3,0.1,0.0241673749820467,1.7798328029353547,damage
1375,0.3,0.5,0.0671315971723521,0.9887960016307524,damage
1375,0.3,0.9,0.0241673749820467,0.1977592003261505,damage
1375,0.45,0.001,0.0001746473806804,1.2950833978519185,damage
1375,0.45,0.01,0.001730739808545,1.2834159798532525,damage
1375,0.45,0.1,0.0157339982595003,1.166741799866593,damage
1375,0.45,0.5,0.0437055507208344,0.6481898888147739,damage
1375,0.45,0.9,0.0157339982595003,0.1296379777629547,damage
1375,0.65,0.001,0.0001139868348639,1.061862172069514,damage
1375,0.65,0.01,0.0011295992644179,1.052295846195014,damage
1375,0.65,0.1,0.0102690842219815,0.9566325874500128,damage
1375,0.65,0.5,0.0285252339499486,0.5314625485833404,damage
1375,0.65,0.9,0.0102690842219815,0.106292509716668,damage
1375,0.85,0.001,3.427975689505643e-05,0.3409567159641575,damage
1375,0.85,0.01,0.0003397093025636,0.3378850338383543,damage
1375,0.85,0.1,0.003088266386942,0.307168212580322,damage
1375,0.85,0.5,0.0085785177415056,0.1706490069890678,damage
1375,0.85,0.9,0.003088266386942,0.0341298013978135,damage
1375,1.1,0.001,4.5261229080150715e-06,0.0355277187174595,damage
1375,1.1,0.01,4.4853470259608807e-05,0.0352076491794643,damage
1375,1.1,0.1,0.0004077588205418,0.032006953799513,damage
1375,1.1,0.5,0.0011326633903941,0.0177816409997294,damage
1375,1.1,0.9,0.0004077588205418,0.0035563281999458,damage
1400,0.3,0.001,0.0002682578623007,1.9756144112582432,damage
1400,0.3,0.01,0.0026584112480251,1.95781608322889,damage
1400,0.3,0.1,0.0241673749820467,1.7798328029353547,damage
1400,0.3,0.5,0.0671315971723521,0.9887960016307524,damage
1400,0.3,0.9,0.0241673749820467,0.1977592003261505,damage
1400,0.45,0.001,0.0001746473806804,1.2950833978519185,damage
1400,0.45,0.01,0.001730739808545,1.2834159798532525,damage
1400,0.45,0.1,0.0157339982595003,1.166741799866593,damage
1400,0.45,0.5,0.0437055507208344,0.6481898888147739,damage
1400,0.45,0.9,0.0157339982595003,0.1296379777629547,damage
1400,0.65,0.001,0.0001139868348639,1.061862172069514,damage
1400,0.65,0.01,0.0011295992644179,1.052295846195014,damage
1400,0.65,0.1,0.0102690842219815,0.9566325874500128,damage
1400,0.65,0.5,0.0285252339499486,0.5314625485833404,damage
1400,0.65,0.9,0.0102690842219815,0.106292509716668,damage
1400,0.85,0.001,3.427975689505643e-05,0.3409567159641575,damage
1400,0.85,0.01,0.0003397093025636,0.3378850338383543,damage
1400,0.85,0.1,0.003088266386942,0.307168212580322,damage
1400,0.85,0.5,0.0085785177415056,0.1706490069890678,damage
1400,0.85,0.9,0.003088266386942,0.0341298013978135,damage
1400,1.1,0.001,4.5261229080150715e-06,0.0355277187174595,damage
1400,1.1,0.01,4.4853470259608807e-05,0.0352076491794643,damage
1400,1.1,0.1,0.0004077588205418,0.032006953799513,damage
1400,1.1,0.5,0.0011326633903941,0.0177816409997294,damage
1400,1.1,0.9,0.0004077588205418,0.0035563281999458,damage
1425,0.3,0.001,0.0002682578623007,1.9756144112582432,damage
1425,0.3,0.01,0.0026584112480251,1.95781608322889,damage
1425,0.3,0.1,0.0241673749820467,1.7798328029353547,damage
1425,0.3,0.5,0.0671315971723521,0.9887960016307524,damage
1425,0.3,0.9,0.0241673749820467,0.1977592003261505,damage
1425,0.45,0.001,0.0001746473806804,1.2950833978519185,damage
1425,0.45,0.01,0.001730739808545,1.2834159798532525,damage
1425,0.45,0.1,0.0157339982595003,1.166741799866593,damage
1425,0.45,0.5,0.0437055507208344,0.6481898888147739,damage
1425,0.45,0.9,0.0157339982595003,0.1296379777629547,damage
1425,0.65,0.001,0.0001139868348639,1.061862172069514,damage
1425,0.65,0.01,0.0011295992644179,1.052295846195014,damage
1425,0.65,0.1,0.0102690842219815,0.9566325874500128,damage
1425,0.65,0.5,0.0285252339499486,0.5314625485833404,damage
1425,0.65,0.9,0.0102690842219815,0.106292509716668,damage
1425,0.85,0.001,3.427975689505643e-05,0.3409567159641575,damage
1425,0.85,0.01,0.0003397093025636,0.3378850338383543,damage
1425,0.85,0.1,0.003088266386942,0.307168212580322,damage
1425,0.85,0.5,0.0085785177415056,0.1706490069890678,damage
1425,0.85,0.9,0.003088266386942,0.0341298013978135,damage
1425,1.1,0.001,4.5261229080150715e-06,0.0355277187174595,damage
1425,1.1,0.01,4.4853470259608807e-05,0.0352076491794643,damage
1425,1.1,0.1,0.0004077588205418,0.032006953799513,damage
1425,1.1,0.5,0.0011326633903941,0.0177816409997294,damage
1425,1.1,0.9,0.0004077588205418,0.0035563281999458,damage
1450,0.3,0.001,0.0002682578623007,1.9756144112582432,damage
1450,0.3,0.01,0.0026584112480251,1.95781608322889,damage
1450,0.3,0.1,0.0241673749820467,1.7798328029353547,damage
1450,0.3,0.5,0.0671315971723521,0.9887960016307524,damage
1450,0.3,0.9,0.0241673749820467,0.1977592003261505,damage
1450,0.45,0.001,0.0001746473806804,1.2950833978519185,damage
1450,0.45,0.01,0.001730739808545,1.2834159798532525,damage
1450,0.45,0.1,0.0157339982595003,1.166741799866593,damage
1450,0.45,0.5,0.0437055507208344,0.6481898888147739,damage
1450,0.45,0.9,0.0157339982595003,0.1296379777629547,damage
1450,0.65,0.001,0.0001139868348639,1.061862172069514,damage
1450,0.65,0.01,0.0011295992644179,1.052295846195014,damage
1450,0.65,0.1,0.0102690842219815,0.9566325874500128,damage
1450,0.65,0.5,0.0285252339499486,0.5314625485833404,damage
1450,0.65,0.9,0.0102690842219815,0.106292509716668,damage
1450,0.85,0.001,3.427975689505643e-05,0.3409567159641575,damage
1450,0.85,0.01,0.0003397093025636,0.3378850338383543,damage
1450,0.85,0.1,0.003088266386942,0.307168212580322,damage
1450,0.85,0.5,0.0085785177415056,0.1706490069890678,damage
1450,0.85,0.9,0.003088266386942,0.0341298013978135,damage
1450,1.1,0.001,4.5261229080150715e-06,0.0355277187174595,damage
1450,1.1,0.01,4.4853470259608807e-05,0.0352076491794643,damage
1450,1.1,0.1,0.0004077588205418,0.032006953799513,damage
1450,1.1,0.5,0.0011326633903941,0.0177816409997294,damage
1450,1.1,0.9,0.0004077588205418,0.0035563281999458,damage
1475,0.3,0.001,0.0002682578623007,1.9756144112582432,damage
1475,0.3,0.01,0.0026584112480251,1.95781608322889,damage
1475,0.3,0.1,0.0241673749820467,1.7798328029353547,damage
1475,0.3,0.5,0.0671315971723521,0.9887960016307524,damage
1475,0.3,0.9,0.0241673749820467,0.1977592003261505,damage
1475,0.45,0.001,0.0001746473806804,1.2950833978519185,damage
1475,0.45,0.01,0.001730739808545,1.2834159798532525,damage
1475,0.45,0.1,0.0157339982595003,1.166741799866593,damage
1475,0.45,0.5,0.0437055507208344,0.6481898888147739,damage
1475,0.45,0.9,0.0157339982595003,0.1296379777629547,damage
1475,0.65,0.001,0.0001139868348639,1.061862172069514,damage
1475,0.65,0.01,0.0011295992644179,1.052295846195014,damage
1475,0.65,0.1,0.0102690842219815,0.9566325874500128,damage
1475,0.65,0.5,0.0285252339499486,0.5314625485833404,damage
1475,0.65,0.9,0.0102690842219815,0.106292509716668,damage
1475,0.85,0.001,3.427975689505643e-05,0.3409567159641575,damage
1475,0.85,0.01,0.0003397093025636,0.3378850338383543,damage
1475,0.85,0.1,0.003088266386942,0.307168212580322,damage
1475,0.85,0.5,0.0085785177415056,0.1706490069890678,damage
1475,0.85,0.9,0.003088266386942,0.0341298013978135,damage
1475,1.1,0.001,4.5261229080150715e-06,0.0355277187174595,damage
1475,1.1,0.01,4.4853470259608807e-05,0.0352076491794643,damage
1475,1.1,0.1,0.0004077588205418,0.032006953799513,damage
1475,1.1,0.5,0.0011326633903941,0.0177816409997294,damage
1475,1.1,0.9,0.0004077588205418,0.0035563281999458,damage
1500,0.3,0.001,0.0002682578623007,1.9756144112582432,damage
1500,0.3,0.01,0.0026584112480251,1.95781608322889,damage
1500,0.3,0.1,0.0241673749820467,1.7798328029353547,damage
1500,0.3,0.5,0.0671315971723521,0.9887960016307524,damage
1500,0.3,0.9,0.0241673749820467,0.1977592003261505,damage
1500,0.45,0.001,0.0001746473806804,1.2950833978519185,damage
1500,0.45,0.01,0.001730739808545,1.2834159798532525,damage
1500,0.45,0.1,0.0157339982595003,1.166741799866593,damage
1500,0.45,0.5,0.0437055507208344,0.6481898888147739,damage
1500,0.45,0.9,0.0157339982595003,0.1296379777629547,damage
1500,0.65,0.001,0.0001139868348639,1.061862172069514,damage
1500,0.65,0.01,0.0011295992644179,1.052295846195014,damage
1500,0.65,0.1,0.0102690842219815,0.9566325874500128,damage
1500,0.65,0.5,0.0285252339499486,0.5314625485833404,damage
1500,0.65,0.9,0.0102690842219815,0.106292509716668,damage
1500,0.85,0.001,3.427975689505643e-05,0.3409567159641575,damage
1500,0.85,0.01,0.0003397093025636,0.3378850338383543,damage
1500,0.85,0.1,0.003088266386942,0.307168212580322,damage
1500,0.85,0.5,0.0085785177415056,0.1706490069890678,damage
1500,0.85,0.9,0.003088266386942,0.0341298013978135,damage
1500,1.1,0.001,4.5261229080150715e-06,0.0355277187174595,damage
1500,1.1,0.01,4.4853470259608807e-05,0.0352076491794643,damage
1500,1.1,0.1,0.0004077588205418,0.032006953799513,damage
1500,1.1,0.5,0.0011326633903941,0.0177816409997294,damage
1500,1.1,0.9,0.0004077588205418,0.0035563281999458,damage
